Oceania Temperature Anomalies
Units: Degrees Celsius
Base Period: 1910-2000
Missing: -999
Year,Value
193702,0.01
193703,-0.15
193704,-0.91
193705,0.12
193706,-0.69
193707,-0.74
193708,-0.14
193709,-0.19
193710,0.52
193711,0.74
193712,0.32
193801,-0.20
193802,-0.56
193803,0.73
193804,0.59
193805,1.05
193806,0.11
193807,-0.20
193808,-0.34
193809,0.16
193810,0.72
193811,0.89
193812,1.00
193901,0.66
193902,-0.26
193903,-0.39
193904,-0.02
193905,0.61
193906,-0.24
193907,-0.89
193908,-0.98
193909,-0.84
193910,-0.85
193911,-0.85
193912,-0.33
194001,-0.13
194002,-0.76
194003,0.45
194004,-0.67
194005,-1.10
194006,0.08
194007,-0.24
194008,0.09
194009,0.02
194010,0.83
194011,-0.48
194012,0.55
194101,-1.36
194102,-0.25
194103,-0.90
194104,0.43
194105,-0.04
194106,-0.19
194107,0.16
194108,-0.53
194109,-0.05
194110,-0.56
194111,0.21
194112,0.28
194201,0.12
194202,-0.71
194203,0.21
194204,0.11
194205,0.97
194206,0.71
194207,0.18
194208,0.74
194209,0.47
194210,-0.23
194211,-0.30
194212,-0.31
194301,-0.19
194302,-0.57
194303,0.60
194304,-0.25
194305,-0.85
194306,-1.16
194307,-0.42
194308,-0.88
194309,-0.24
194310,0.02
194311,-0.72
194312,-0.08
194401,0.45
194402,-0.77
194403,-0.35
194404,-0.95
194405,-1.32
194406,-0.41
194407,-0.26
194408,-0.01
194409,0.79
194410,-0.03
194411,0.80
194412,-0.30
194501,-0.32
194502,-0.43
194503,-0.46
194504,-0.02
194505,-0.17
194506,0.86
194507,-0.49
194508,0.98
194509,-0.16
194510,-0.80
194511,-0.46
194512,0.17
194601,0.05
194602,-0.85
194603,-1.12
194604,-1.33
194605,0.46
194606,-1.24
194607,0.19
194608,-0.08
194609,-0.34
194610,-0.85
194611,-0.09
194612,-0.03
194701,0.80
194702,0.08
194703,-0.23
194704,-0.83
194705,0.24
194706,0.44
194707,0.34
194708,-0.03
194709,-0.66
194710,-0.95
194711,-0.80
194712,-0.73
194801,-0.79
194802,0.28
194803,-0.80
194804,-0.65
194805,-0.60
194806,-0.56
194807,-0.23
194808,0.04
194809,-0.33
194810,-0.02
194811,-0.25
194812,-0.17
194901,-0.67
194902,-1.44
194903,-0.86
194904,-1.34
194905,-0.90
194906,-1.61
194907,-0.10
194908,-0.02
194909,-0.67
194910,-0.30
194911,-0.84
194912,0.00
195001,-0.33
195002,-0.67
195003,-0.66
195004,-0.40
195005,0.46
195006,-0.69
195007,-0.12
195008,-0.33
195009,0.12
195010,-0.91
195011,-0.59
195012,-0.42
195101,-0.44
195102,-0.14
195103,0.79
195104,-0.76
195105,-0.85
195106,0.24
195107,-0.22
195108,-1.07
195109,0.22
195110,-0.29
195111,0.29
195112,0.04
195201,0.40
195202,-0.08
195203,0.08
195204,-0.43
195205,-0.23
195206,-0.21
195207,-0.43
195208,-0.41
195209,-0.06
195210,-0.43
195211,-0.72
195212,-0.26
195301,-0.73
195302,-1.37
195303,0.77
195304,1.00
195305,-0.55
195306,0.06
195307,-0.06
195308,-1.09
195309,-0.54
195310,-0.06
195311,-0.31
195312,0.32
195401,-0.31
195402,-0.86
195403,0.25
195404,0.16
195405,-0.21
195406,-0.57
195407,0.21
195408,0.10
195409,-0.24
195410,-0.15
195411,-0.30
195412,-0.15
195501,-0.12
195502,0.21
195503,-0.29
195504,-0.22
195505,-0.87
195506,0.24
195507,-0.31
195508,0.62
195509,0.41
195510,-0.14
195511,-1.02
195512,-0.67
195601,-0.44
195602,0.26
195603,-0.35
195604,-0.27
195605,-0.46
195606,-0.89
195607,0.04
195608,-1.09
195609,-1.26
195610,-1.03
195611,-0.89
195612,-0.57
195701,-0.06
195702,-0.30
195703,-0.46
195704,0.79
195705,-0.11
195706,1.64
195707,-1.11
195708,-0.14
195709,-0.46
195710,0.52
195711,0.53
195712,0.42
195801,0.01
195802,0.43
195803,0.48
195804,1.04
195805,1.81
195806,0.28
195807,0.52
195808,0.37
195809,-1.22
195810,-0.32
195811,0.11
195812,-0.35
195901,0.31
195902,0.18
195903,0.72
195904,0.54
195905,-0.03
195906,0.38
195907,0.39
195908,0.45
195909,0.28
195910,0.11
195911,1.17
195912,-0.55
196001,0.56
196002,-0.23
196003,-0.05
196004,-0.07
196005,-1.59
196006,-0.68
196007,0.13
196008,-1.04
196009,-0.51
196010,0.25
196011,-0.70
196012,-0.14
196101,0.16
196102,0.03
196103,0.42
196104,0.88
196105,-0.18
196106,-0.01
196107,-0.59
196108,-0.71
196109,0.58
196110,1.00
196111,0.13
196112,0.47
196201,-0.04
196202,0.02
196203,-0.21
196204,-0.06
196205,-0.55
196206,1.34
196207,0.43
196208,-0.33
196209,-0.17
196210,-0.07
196211,0.63
196212,-0.10
196301,-0.58
196302,-0.07
196303,0.43
196304,-0.46
196305,0.28
196306,-0.20
196307,-0.33
196308,-0.11
196309,-0.10
196310,0.14
196311,-0.03
196312,0.30
196401,-0.10
196402,-0.39
196403,0.26
196404,0.38
196405,-0.11
196406,0.34
196407,0.75
196408,0.20
196409,0.44
196410,-1.06
196411,-0.43
196412,-0.97
196501,-0.06
196502,1.06
196503,-0.17
196504,-0.41
196505,0.45
196506,0.32
196507,-0.87
196508,0.18
196509,0.64
196510,0.63
196511,0.12
196512,0.27
196601,-0.22
196602,-0.12
196603,0.13
196604,0.48
196605,-0.64
196606,0.27
196607,-0.36
196608,-0.76
196609,-0.39
196610,-1.00
196611,-0.18
196612,-0.78
196701,0.15
196702,-0.63
196703,-1.24
196704,0.53
196705,0.31
196706,0.01
196707,-0.53
196708,-0.66
196709,-0.34
196710,1.38
196711,0.34
196712,-0.31
196801,0.33
196802,0.19
196803,0.27
196804,0.71
196805,-1.07
196806,0.43
196807,-0.66
196808,-0.89
196809,-0.55
196810,-0.15
196811,-0.08
196812,-0.62
196901,0.94
196902,0.19
196903,-0.01
196904,0.01
196905,0.23
196906,-0.23
196907,0.75
196908,0.56
196909,-1.28
196910,0.76
196911,0.13
196912,-0.20
197001,0.24
197002,0.71
197003,0.09
197004,0.15
197005,-0.29
197006,0.90
197007,-0.13
197008,-0.34
197009,-0.55
197010,0.56
197011,-0.20
197012,0.09
197101,0.62
197102,0.39
197103,0.41
197104,-0.25
197105,-0.34
197106,-0.69
197107,-0.31
197108,0.38
197109,0.36
197110,0.44
197111,-0.85
197112,-0.28
197201,-0.60
197202,-0.12
197203,-0.37
197204,-0.17
197205,0.16
197206,0.49
197207,-0.14
197208,0.64
197209,0.66
197210,0.39
197211,0.48
197212,1.50
197301,1.01
197302,0.26
197303,0.48
197304,1.03
197305,1.23
197306,0.87
197307,1.72
197308,0.83
197309,0.18
197310,0.41
197311,-0.10
197312,-0.03
197401,-0.81
197402,-0.96
197403,0.11
197404,-0.25
197405,-0.12
197406,-0.46
197407,0.44
197408,0.23
197409,-0.43
197410,-0.44
197411,-0.93
197412,-0.23
197501,-0.36
197502,-0.22
197503,-0.36
197504,-0.04
197505,0.48
197506,-0.01
197507,1.56
197508,0.14
197509,0.79
197510,-0.95
197511,0.03
197512,-0.26
197601,-1.24
197602,-0.55
197603,-0.28
197604,-0.23
197605,-0.48
197606,-0.38
197607,0.13
197608,-0.37
197609,-0.51
197610,-0.90
197611,-0.61
197612,0.61
197701,0.19
197702,0.67
197703,-0.20
197704,-0.04
197705,-0.09
197706,-0.35
197707,-0.27
197708,0.74
197709,-0.58
197710,0.70
197711,0.48
197712,0.50
197801,0.15
197802,0.55
197803,0.81
197804,0.32
197805,0.74
197806,0.08
197807,-0.01
197808,-0.17
197809,-1.01
197810,-0.41
197811,-0.28
197812,-0.34
197901,1.11
197902,0.04
197903,0.53
197904,0.45
197905,-0.42
197906,0.89
197907,0.26
197908,0.32
197909,0.30
197910,0.21
197911,1.12
197912,1.17
198001,0.33
198002,0.23
198003,0.92
198004,0.82
198005,1.18
198006,0.62
198007,0.33
198008,0.81
198009,1.19
198010,0.52
198011,1.14
198012,0.76
198101,0.60
198102,0.19
198103,-0.40
198104,1.49
198105,0.50
198106,0.14
198107,0.71
198108,0.71
198109,1.24
198110,0.29
198111,-0.46
198112,0.53
198201,0.77
198202,0.36
198203,-0.30
198204,0.28
198205,0.19
198206,-0.80
198207,-0.58
198208,1.22
198209,-0.07
198210,-0.39
198211,1.09
198212,0.90
198301,0.29
198302,1.87
198303,0.69
198304,-0.52
198305,0.57
198306,0.37
198307,-0.44
198308,0.89
198309,1.48
198310,0.79
198311,0.30
198312,0.25
198401,-1.00
198402,-0.08
198403,-0.74
198404,0.09
198405,0.63
198406,0.22
198407,-0.39
198408,0.23
198409,-0.98
198410,0.16
198411,0.45
198412,0.26
198501,0.78
198502,0.90
198503,1.06
198504,0.32
198505,0.56
198506,-0.36
198507,0.23
198508,0.81
198509,-0.25
198510,-0.09
198511,0.36
198512,0.20
198601,0.22
198602,0.69
198603,1.46
198604,0.73
198605,1.03
198606,0.65
198607,0.15
198608,-0.28
198609,0.55
198610,-0.38
198611,0.10
198612,0.22
198701,0.25
198702,-0.21
198703,-0.40
198704,1.04
198705,0.27
198706,0.98
198707,0.31
198708,0.14
198709,0.29
198710,0.83
198711,0.62
198712,0.35
198801,1.22
198802,0.22
198803,0.93
198804,0.80
198805,1.32
198806,1.04
198807,1.10
198808,0.77
198809,1.11
198810,2.01
198811,-0.03
198812,0.01
198901,0.14
198902,0.69
198903,0.10
198904,0.56
198905,0.97
198906,-0.33
198907,-0.01
198908,-0.70
198909,0.51
198910,0.66
198911,-0.04
198912,0.46
199001,0.77
199002,-0.12
199003,1.18
199004,0.45
199005,1.08
199006,-0.02
199007,0.82
199008,0.09
199009,0.07
199010,0.69
199011,1.53
199012,1.12
199101,0.57
199102,0.68
199103,0.52
199104,0.55
199105,0.58
199106,1.64
199107,0.66
199108,0.38
199109,0.59
199110,1.40
199111,0.27
199112,0.05
199201,-0.03
199202,0.47
199203,1.11
199204,1.02
199205,0.70
199206,0.52
199207,0.72
199208,0.40
199209,0.11
199210,-0.24
199211,-0.77
199212,-0.23
199301,0.63
199302,-0.15
199303,0.41
199304,1.28
199305,0.91
199306,0.30
199307,1.04
199308,0.79
199309,0.21
199310,-0.20
199311,0.69
199312,-0.29
199401,0.87
199402,0.15
199403,-0.46
199404,0.15
199405,0.52
199406,0.27
199407,0.45
199408,-0.18
199409,0.21
199410,0.66
199411,0.41
199412,0.92
199501,0.46
199502,-0.13
199503,-0.26
199504,-0.26
199505,0.11
199506,0.60
199507,0.62
199508,1.04
199509,1.10
199510,0.26
199511,0.56
199512,-0.07
199601,0.31
199602,0.34
199603,0.32
199604,0.21
199605,0.59
199606,2.04
199607,1.05
199608,0.83
199609,0.68
199610,0.79
199611,0.23
199612,0.32
199701,-0.04
199702,0.84
199703,-0.37
199704,0.39
199705,0.38
199706,0.30
199707,-0.18
199708,0.24
199709,1.12
199710,0.76
199711,0.86
199712,0.98
199801,1.04
199802,1.39
199803,1.39
199804,0.86
199805,1.44
199806,0.95
199807,0.82
199808,1.56
199809,1.31
199810,1.02
199811,0.39
199812,0.28
199901,1.30
199902,0.33
199903,0.80
199904,-0.24
199905,1.09
199906,0.67
199907,0.80
199908,0.85
199909,1.18
199910,0.84
199911,-0.93
199912,-0.50
200001,-0.40
200002,0.14
200003,0.12
200004,0.35
200005,-0.56
200006,-0.33
200007,0.80
200008,0.31
200009,1.46
200010,0.10
200011,0.51
200012,0.16
200101,1.22
200102,0.51
200103,-0.25
200104,0.50
200105,0.07
200106,0.98
200107,0.72
200108,0.30
200109,0.90
200110,-0.46
200111,-0.16
200112,-0.31
200201,0.26
200202,-0.33
200203,0.57
200204,1.79
200205,1.43
200206,0.59
200207,0.57
200208,0.41
200209,1.05
200210,1.00
200211,1.47
200212,1.07
200301,0.93
200302,1.04
200303,0.02
200304,1.13
200305,1.18
200306,0.96
200307,0.97
200308,0.73
200309,1.20
200310,0.00
200311,0.79
200312,0.92
200401,0.70
200402,0.79
200403,0.54
200404,1.10
200405,0.42
200406,0.80
200407,0.49
200408,0.13
200409,-0.05
200410,1.57
200411,0.49
200412,0.64
200501,0.73
200502,0.84
200503,1.14
200504,2.40
200505,1.33
200506,1.11
200507,1.20
200508,0.60
200509,1.22
200510,1.29
200511,0.95
200512,0.97
200601,1.22
200602,0.74
200603,0.77
200604,-0.08
200605,-0.41
200606,-0.42
200607,0.29
200608,1.00
200609,1.10
200610,1.39
200611,1.53
200612,0.53
200701,0.34
200702,1.69
200703,0.70
200704,1.08
200705,1.77
200706,-0.75
200707,0.55
200708,0.89
200709,1.09
200710,1.30
200711,0.72
200712,0.31
200801,1.29
200802,-0.17
200803,0.65
200804,0.05
200805,0.57
200806,1.06
200807,0.49
200808,-0.43
200809,1.20
200810,1.60
200811,0.29
200812,0.35
200901,0.68
200902,0.65
200903,0.74
200904,0.90
200905,0.37
200906,0.92
200907,0.98
200908,2.26
200909,1.22
200910,0.67
200911,1.80
200912,0.96
201001,0.83
201002,0.99
201003,0.59
201004,1.62
201005,0.86
201006,0.71
201007,1.13
201008,0.36
201009,0.38
201010,0.07
201011,-0.16
201012,-0.11
201101,0.95
201102,0.13
201103,-0.42
201104,-0.11
201105,-0.71
201106,-0.20
201107,0.69
201108,1.02
201109,0.26
201110,0.68
201111,0.41
201112,-0.08
201201,0.34
201202,0.07
201203,-0.51
201204,0.46
201205,-0.03
201206,-0.17
201207,-0.08
201208,0.43
201209,1.00
201210,0.93
201211,1.36
201212,1.24
201301,1.77
201302,0.97
201303,1.00
201304,1.31
201305,1.34
201306,1.02
201307,1.53
201308,1.54
201309,2.31
201310,1.53
201311,0.83
201312,0.83
201401,1.09
201402,0.32
201403,1.05
201404,1.36
201405,1.76
201406,0.77
201407,0.58
201408,0.32
201409,1.17
201410,1.85
201411,1.72
201412,1.05
201501,0.39
201502,1.75
201503,1.09
201504,0.02
201505,0.36
201506,1.43
201507,0.68
201508,0.79
201509,0.41
201510,2.60
201511,1.86
201512,1.25
201601,0.99
201602,1.41
201603,1.91
201604,2.15
201605,2.10
201606,1.53
201607,1.23
201608,0.79
201609,0.31
201610,0.08
201611,0.78
201612,0.89
201701,0.99
201702,0.70
201703,1.68
201704,0.48
201705,0.93
201706,0.73
201707,1.70
201708,1.14
201709,1.21
201710,1.57
201711,1.02
201712,1.19
201801,1.44
201802,0.99
201803,1.12
201804,2.29
201805,0.58
201806,0.53
201807,1.14
201808,0.18
201809,0.62
201810,1.72
201811,0.83
201812,1.86
201901,2.46
201902,1.28
201903,1.80
201904,1.37
201905,0.84
201906,0.47
201907,1.34
201908,0.24
201909,0.87
201910,1.81
201911,1.01
201912,2.65
202001,1.41
202002,1.12
202003,0.82
202004,1.62
202005,-0.10
202006,1.08
202007,0.95
202008,1.26
202009,2.12
202010,1.02
202011,2.09
202012,0.33
202101,0.52
202102,0.09
202103,0.38
202104,0.45
202105,0.73
202106,0.55
202107,1.53
202108,1.28
